id,question,answer,_prefix,_skip_guess
CH154,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the RMS voltage across the inductor, UL",141.4,CH,False
CH155,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the RMS voltage across the capacitor, $U_C$.",282.8,CH,False
CH156,An RMS voltage U = 60 V is applied to a series RLC circuit with R = 40 Ω and currently in a state of resonance. Calculate the maximum RMS current Imax.,1.5,CH,False
CH157,"An RMS voltage U = 75 V is applied to a series RLC circuit with R = 50 Ω, which is in resonance. Calculate the maximum effective current Imax.",1.5,CH,False
CH158,"An RMS voltage U = 90 V is applied to a series RLC circuit with R = 60 Ω, and the circuit is at resonance. Calculate the maximum RMS current Imax.",1.5,CH,False
CH159,An RMS voltage U = 112 V is applied to a series RLC circuit with R = 75 Ω which is currently at resonance. Calculate the maximum effective current Imax.,1.493,CH,False
CH160,"An effective voltage U = 120 V is applied to a series RLC circuit with R = 80 Ω, operating at resonance. Calculate the maximum effective current Imax.",1.5,CH,False
CH161,Apply an effective voltage U = 135 V to a series RLC circuit with R = 90 Ω that is currently in a state of resonance. Calculate the maximum effective current Imax.,1.5,CH,False
CH162,"An RMS voltage U = 150 V is applied to a series RLC circuit with R = 100 Ω, which is at resonance. Calculate the maximum effective (RMS) current, Imax.",1.5,CH,False
CH163,An RMS voltage U = 180 V is applied to a series RLC circuit with R = 120 Ω that is operating at resonance. Calculate the maximum effective current Imax.,1.5,CH,False
CH164,"Apply an RMS voltage U = 225 V to a series RLC circuit with R = 150 Ω, which is currently at resonance. Calculate the maximum effective current Imax.",1.5,CH,False
CH165,"An RMS voltage U = 300 V is applied to a series RLC circuit with R = 200 Ω, and the circuit is in resonance. Calculate the maximum RMS current I_max.",1.5,CH,False
CH166,"An RMS voltage U = 60 V is applied to a series RLC circuit with R = 40 Ω, operating at resonance. Calculate the maximum power dissipated Pmax.",90,CH,False
CH167,An RMS voltage U = 75 V is applied to a series RLC circuit with R = 50 Ω that is currently at resonance. Calculate the maximum power dissipation Pmax.,112.5,CH,False
CH168,"Apply an RMS voltage U = 90 V to a series RLC circuit with R = 60 Ω, which is currently operating at resonance. Calculate the maximum power consumed Pmax.",135,CH,False
CH169,Apply an RMS voltage U = 112 V to a series RLC circuit with R = 75 Ω and at resonance. Calculate the maximum power consumed Pmax.,167.25,CH,False
CH170,"An RMS voltage U = 120 V is applied to a series RLC circuit with R = 80 Ω, which is currently at resonance. Calculate the maximum power dissipated Pmax.",180,CH,False
CH171,Apply effective voltage U = 135 V to a series RLC circuit with R = 90 Ω and currently resonating. Calculate the maximum power consumed Pmax.,202.5,CH,False
CH172,"An RMS voltage U = 150 V is applied to a series RLC circuit with R = 100 Ω. The circuit is currently in resonance. Calculate the maximum power consumed, Pmax.",225,CH,False
CH173,"RMS voltage U = 180 V is applied to a series RLC circuit with R = 120 Ω, and the circuit is currently resonating. Calculate the maximum power dissipated Pmax.",270,CH,False
CH174,"Apply an RMS voltage U = 225 V to a series RLC circuit with R = 150 Ω, which is currently in resonance. Calculate the maximum power dissipated (Pmax).",337.5,CH,False
CH175,"An RMS voltage U = 300 V is applied to a series RLC circuit with R = 200 Ω, which is operating at resonance. Calculate the maximum power consumed (Pmax).",450,CH,False
CH176,What is the power factor (cosφ) of a series RLC circuit at resonance?,1,CH,False
CH177,What is the power factor (cosφ) of a series RLC resonant circuit?,1,CH,False
CH178,"""Calculate the power factor (cosφ) of an RLC circuit when Z = R (at resonance).",1,CH,False
CH179,"When resonance occurs (φ = 0), what is cosφ?",1,CH,False
CH180,What value does cosφ reach in the case of resonance?,1,CH,False
CH181,"At resonance, what is the total impedance Z of a series RLC circuit with R = 30 Ω?",30,CH,False
CH182,What is the total impedance Z of a series RLC circuit with R = 45 Ω at resonance?,45,CH,False
CH183,"At resonance, what is the total impedance Z of a series RLC circuit with R = 60 Ω?",60,CH,False
CH184,What is the total impedance Z of a series RLC circuit with R = 80 Ω at resonance?,80,CH,False
CH185,"At resonance, what is the total impedance Z of a series RLC circuit with R = 100 Ω?",100,CH,False
CH186,"Consider a series RLC circuit with fixed components. At an angular frequency ω0, the inductive reactance X_L = 18 Ω and the capacitive reactance X_C = 72 Ω. To what multiple of ω0 must the angular frequency be adjusted for the circuit to resonate?",2.0,CH,False
CH187,"In a series RLC circuit, at ω0, the inductor has an inductive reactance of 25 Ω, and the capacitor has a capacitive reactance of 225 Ω. By what factor of ω0 should the angular frequency be changed to achieve resonance?",3.0,CH,False
CH188,"For a series RLC circuit with fixed components, when the angular frequency of the current is ω0, X_L = 30 Ω and X_C = 75 Ω. By what factor must the angular frequency be multiplied (relative to ω0) for resonance to occur?",1.581,CH,False
CH189,"A series RLC circuit has constant component values. At ω0, the inductive reactance of the inductor is 35 Ω, and the capacitive reactance of the capacitor is 140 Ω. By what factor must ω be changed relative to ω0 for the circuit to reach resonance?",2.0,CH,False
CH190,"Consider a series RLC circuit. At the initial angular frequency ω0, XL = 45 Ω and XC = 405 Ω. The new angular frequency is set to k×ω0. What is the value of k for the circuit to resonate?",3.0,CH,False
CH191,"Consider an RLC series circuit with fixed components. When the angular frequency is ω0, the inductive reactance XL = 50 Ω and the capacitive reactance XC = 200 Ω. By what factor must the angular frequency be adjusted (relative to ω0) for the circuit to resonate?",2.0,CH,False
CH192,"In a series RLC circuit, at ω₀, the inductor has an inductive reactance of 60 Ω and the capacitor has a capacitive reactance of 135 Ω. To what multiple of ω₀ must the angular frequency be changed to achieve resonance?",1.5,CH,False
CH193,"In a series RLC circuit with constant components, when the angular frequency is ω0, XL = 24 Ω and XC = 216 Ω. By what factor must the angular frequency be multiplied relative to ω0 for resonance to occur?",3.0,CH,False
CH194,"A series RLC circuit has constant component values. At an angular frequency ω0, the inductive reactance (XL) is 55 Ω, and the capacitive reactance (XC) is 110 Ω. By what factor of ω0 should ω be changed to bring the circuit into resonance?",1.414,CH,False
CH195,"Consider a series RLC circuit. At the initial angular frequency ω0, X_L = 80 Ω and X_C = 20 Ω. A new angular frequency must be set to k×ω0. What is the value of k for the circuit to resonate?",0.5,CH,False
CH196,"Consider a series RLC circuit with fixed components. When the angular frequency is ω0, the inductive reactance X_L = 90 Ω and the capacitive reactance X_C = 30 Ω. By what factor must the angular frequency be adjusted (relative to ω0) for the circuit to resonate?",0.577,CH,False
CH197,"In a series RLC circuit, at an angular frequency ω0, the inductor has an inductive reactance of 100 Ω, and the capacitor has a capacitive reactance of 25 Ω. By what factor must the angular frequency be changed relative to ω0 to achieve resonance?",0.5,CH,False
CH198,"For a series RLC circuit with fixed components, when the angular frequency is ω0, XL = 40 Ω and XC = 40 Ω. By what factor must ω0 be multiplied to achieve resonance?",1.0,CH,False
CH199,"A series RLC circuit has unchanging component values. At ω0, the inductive reactance of the inductor is 12 Ω, and the capacitive reactance of the capacitor is 108 Ω. By what factor must ω be changed relative to ω0 for the circuit to resonate?",3.0,CH,False
CH200,"Consider a series RLC circuit. At an initial angular frequency ω₀, the inductive reactance X_L is 16 Ω, and the capacitive reactance X_C is 32 Ω. What is the value of k for the circuit to be in resonance when the angular frequency is set to k×ω₀?",1.414,CH,False
CH201,"Given an RLC series circuit with fixed components. When the angular frequency is ω0, the inductive reactance X_L = 22 Ω and the capacitive reactance X_C = 198 Ω. To what multiple of ω0 must the angular frequency be adjusted for the circuit to resonate?",3.0,CH,False
CH202,"In a series RLC circuit, at ω0, the inductor has an inductive reactance of 28 Ω and the capacitor has a capacitive reactance of 112 Ω. What multiple of ω0 should the angular frequency be changed to in order to achieve resonance?",2.0,CH,False
CH203,"For a series RLC circuit with constant components, when the angular frequency is ω0, X_L = 36 Ω and X_C = 144 Ω. By what factor must the angular frequency be multiplied (relative to ω0) for resonance to occur?",2.0,CH,False
CH204,"An RLC series circuit has constant component values. At ω0, the inductive reactance of the inductor is 42 Ω, and the capacitive reactance of the capacitor is 84 Ω. By what factor must ω be changed relative to ω0 for the circuit to be in resonance?",1.414,CH,False
CH205,"Consider an RLC series circuit. At the initial angular frequency ω0, X_L = 48 Ω and X_C = 192 Ω. The new angular frequency must be set to k×ω0. What is the value of k for the circuit to resonate?",2.0,CH,False
CH206,"Consider an RLC series circuit with fixed components. When the angular frequency is ω0, the inductive reactance X_L = 63 Ω and the capacitive reactance X_C = 252 Ω. By what factor must the angular frequency be adjusted relative to ω0 for the circuit to resonate?",2.0,CH,False
CH207,"In a series RLC circuit, at ω0, the inductor has an inductive reactance of 70 Ω and the capacitor has a capacitive reactance of 490 Ω. What multiple of ω0 must the angular frequency be to achieve resonance?",2.646,CH,False
CH208,"For an RLC series circuit with constant components, at an angular frequency ω0, X_L = 75 Ω and X_C = 300 Ω. By what factor must the angular frequency be multiplied (relative to ω0) for resonance to occur?",2.0,CH,False
CH209,"A series RLC circuit has constant component values. At angular frequency ω0, the inductive reactance of the inductor is 85 Ω, and the capacitive reactance of the capacitor is 425 Ω. By what factor must ω be changed from ω0 for the circuit to be in resonance?",2.236,CH,False
CH210,"Consider a series RLC circuit. At an initial angular frequency ω0, X_L = 95 Ω and X_C = 380 Ω. The new angular frequency must be set to k×ω0. What is the value of k for the circuit to resonate?",2.0,CH,False
CH211,"Consider a series RLC circuit with fixed components. At an angular frequency ω0, the inductive reactance X_L = 15 Ω and the capacitive reactance X_C = 60 Ω. To what multiple of ω0 must the angular frequency be adjusted for the circuit to resonate?",2.0,CH,False
CH212,"In an RLC series circuit, at an angular frequency of ω0, the inductor has an inductive reactance of 66 Ω and the capacitor has a capacitive reactance of 33 Ω. To what multiple of ω0 must the angular frequency be changed to achieve resonance?",707,CH,False
CH213,"For an RLC series circuit with constant components, when the angular frequency is ω0, X_L = 54 Ω and X_C = 216 Ω. By what factor must the angular frequency be multiplied (from ω0) for resonance to occur?",2.0,CH,False
CH214,"An RLC series circuit has fixed component values. At ω0, the inductive reactance of the inductor is 32 Ω, and the capacitive reactance of the capacitor is 128 Ω. By what factor must ω be changed relative to ω0 for the circuit to be in resonance?",2.0,CH,False
CH215,"Consider a series RLC circuit. At the initial angular frequency ω₀, X_L = 20 Ω and X_C = 180 Ω. The new angular frequency is set to k×ω₀. What is the value of k for the circuit to resonate?",3.0,CH,False
CH216,Circuit AB consists of segment AM (R1 = 20 Ω in series with capacitor C) and segment MB (R2 = 50 Ω in series with inductor L). Given that LCω² = 1 and uAM is 90° out of phase with uMB. An RMS voltage U = 120 V is applied across AB. What is the total power consumed by circuit AB?,205.71,CH,False
CH217,Circuit AB consists of section AM (with R1 = 30 Ω in series with a capacitor C) and section MB (with R2 = 40 Ω in series with an inductor L). Given that LCω² = 1 and the voltage uAM is 90° out of phase with uMB. An RMS voltage U = 100 V is applied across AB. What is the total power consumed by circuit AB?,142.86,CH,False
CH218,Circuit AB consists of segment AM (with a resistor R1 = 25 Ω in series with a capacitor C) and segment MB (with a resistor R2 = 60 Ω in series with an inductor L). Given that LCω² = 1 and uAM is 90° out of phase with uMB. An RMS voltage U = 110 V is applied across AB. What is the power consumed by the entire circuit AB?,142.35,CH,False
CH219,Circuit AB comprises two segments connected in series: AM and MB. Segment AM consists of resistor R1 = 40 Ω in series with capacitor C. Segment MB consists of resistor R2 = 80 Ω in series with inductor L. Given LCω² = 1 and that the voltage across AM (u_AM) is 90° out of phase with the voltage across MB (u_MB). An RMS voltage U = 90 V is applied across the terminals AB. Calculate the total power consumed by circuit AB.,67.5,CH,False
CH220,"Circuit AB consists of segment AM, which has resistor R1 = 10 Ω in series with capacitor C, and segment MB, which has resistor R2 = 90 Ω in series with inductor L. Given that LCω² = 1 and uAM is 90° out of phase with uMB. An RMS voltage U = 100 V is applied across AB. What is the total power consumed by circuit AB?",100.0,CH,False
CH221,"Circuit AB has R1 = 20 Ω and R2 = 30 Ω. It satisfies the condition LCω² = 1, and the voltage uAM is 90 degrees out of phase with uMB (uAM and uMB are in quadrature). An RMS voltage U = 80 V is applied across AB. What is the RMS current in the circuit?",1.6,CH,False
CH222,"Circuit AB has R1 = 15 Ω, R2 = 45 Ω and satisfies the condition LCω² = 1 (uAM and uMB are in phase quadrature). An RMS voltage U = 90 V is applied across AB. What is the RMS current in the circuit?",1.5,CH,False
