id,question,answer,unit,smart_bucket,reason
CH087,"Given L = 0.03 H, what capacitance C must be chosen to achieve resonance at 800 Hz?",1.32,μF,equations_candidate,scalar formula wording
CH088,An inductor has L=1.2 H. What capacitor value is needed to achieve resonance at 40 Hz?,13.19,μF,equations_candidate,scalar formula wording
CH089,"An electrical circuit is to resonate at 60 Hz. Given a capacitance C = 100 μF, what inductance L is required?",70.36,mH,equations_candidate,scalar formula wording
CH090,A capacitor C = 0.5 μF resonates at 1000 Hz. What is the inductance L?,50.66,mH,equations_candidate,scalar formula wording
CH091,Determine the capacitance C required for resonance with an inductor of L=0.6 H at a frequency of f=30 Hz.,46.9,μF,equations_candidate,scalar formula wording
CH092,An inductor has L = 0.07 H. What capacitance C is needed for it to resonate at 350 Hz?,2.96,μF,equations_candidate,scalar formula wording
CH093,A circuit has a capacitance C = 1 μF and resonates at a frequency of 500 Hz. What is the inductance (L)?,0.101,H,equations_candidate,scalar formula wording
CH094,"What inductance L is required for a circuit to resonate at f=250 Hz, given a 10 μF capacitor?",0.0405,H,equations_candidate,scalar formula wording
CH095,What inductor L should be chosen to resonate with a capacitor C = 0.1 μF at 1500 Hz?,0.1126,H,equations_candidate,scalar formula wording
CH096,An LC circuit has an inductance L = 0.02 H and resonates at a frequency f = 1200 Hz. What is the capacitance C?,0.88,μF,equations_candidate,scalar formula wording
CH097,What capacitance C is needed to achieve resonance at 1000 Hz with an inductor L = 0.025 H?,1.01,μF,equations_candidate,scalar formula wording
CH098,"Given L = 0.005 H, what capacitance C is required to achieve resonance at 2000 Hz?",1.27,μF,equations_candidate,scalar formula wording
CH099,An inductor L = 0.08 H resonates at f = 250 Hz. What is the capacitance C?,5.07,μF,equations_candidate,scalar formula wording
CH100,An electrical circuit needs to resonate at f=50 Hz. The capacitor C=200 μF. What inductor L should be chosen?,0.05,H,equations_candidate,scalar formula wording
CH101,"An RLC circuit has R = 30Ω. It resonates at f = 100Hz with a current I = 2A. When f = 200Hz, the current is I = 1A. What is the inductive reactance (ZL) at 100Hz?",34.64,Ω,equations_candidate,scalar formula wording
CH102,"R = 20Ω. The resonant current (I_resonance) is 4A at f = 60Hz. When the frequency doubles, the current I becomes 2A. What was the initial ZL?",23.09,Ω,equations_candidate,scalar formula wording
CH103,"In a circuit with a resistance R = 40Ω, resonance occurs at 50Hz, and the current at resonance is I = 1A. If the frequency is doubled, the current becomes I = 0.8A. What is the inductive reactance (ZL) at the resonant frequency?",20,Ω,equations_candidate,scalar formula wording
CH104,"Given R=25Ω. At a frequency f=120Hz, the circuit is in resonance, and the current I=5A. When the frequency is doubled, the current becomes I=2.5A. What is ZL (the inductive reactance at the initial frequency of 120Hz)?",28.87,Ω,equations_candidate,scalar formula wording
CH105,"A circuit has a resistance R = 50Ω. At resonance (40Hz), the current I = 3A. When the frequency increases to 80Hz, the current becomes I = 1.5A. What is the inductive reactance (ZL) at 80Hz?",115.47,Ω,equations_candidate,scalar formula wording
CH106,"Given R=10Ω. At resonance, f=200Hz. When f increases to 400Hz, the current (I) decreases to 1/2. What is ZL?",11.55,Ω,equations_candidate,scalar formula wording
CH107,"For a circuit with R = 60Ω, resonance occurs at 75Hz. At 150Hz, the current is 0.6A. The current at resonance is 1A. Find ZL.",53.33,Ω,equations_candidate,scalar formula wording
CH108,"Given an RLC series circuit with a resistance R=30Ω. At its resonant frequency f=50Hz, the current flowing through the circuit is I=2A. If the frequency is then changed to f=100Hz, the current becomes I=1.6A. Calculate the inductive reactance (ZL).",15,Ω,equations_candidate,scalar formula wording
CH109,"R = 40Ω, resonance frequency f = 60Hz. The current is halved when f = 120Hz. What is ZL?",46.19,Ω,equations_candidate,scalar formula wording
CH110,"In an RLC circuit: The resistance R = 80Ω. At resonance, the current is I = 2A, and this occurs at a frequency f = 100Hz. When the frequency is f = 200Hz, the current is I = 1.6A. What is the inductive reactance (ZL)?",40,Ω,equations_candidate,scalar formula wording
CH141,"An AC series circuit consists of a pure resistor R, a capacitor C, and an inductor L with internal resistance r. An AC voltage of 120V – 50Hz is applied across the entire circuit. The RMS voltage across the R-C series combination and the RMS voltage across the C-Lr series combination are both 90 V. Furthermore, the circuit is currently in electrical resonance. What is the RMS voltage across the capacitor?",84.85,V,equations_candidate,scalar formula wording
CH142,"A series RLC circuit consists of a resistor R, a capacitor C, and an inductor L. An RMS AC voltage U = 100 V is applied across the circuit. Given that the RMS voltage across the R-C section and the C-L section are both equal to 120 V. The circuit is in electrical resonance. Calculate the RMS voltage across the capacitor, UC.",66.3,V,capacitor_state_candidate,capacitor + state/event wording
CH143,"Consider a series RLC AC circuit, powered by an RMS voltage of 220 V at a frequency of 50 Hz. It is known that the RMS voltage across the R-C combination and across the C-L combination are both 300 V, and the circuit is currently in resonance. What is the RMS voltage across the capacitor C?",203.96,V,equations_candidate,scalar formula wording
CH144,A series RLC circuit at resonance is connected to an AC supply with an RMS voltage of 90 V. The RMS voltage measured across the R-C section and across the C-L section are both 110 V. Calculate the RMS voltage across the capacitor C.,63.3,V,capacitor_state_candidate,capacitor + state/event wording
CH145,"An RLC series circuit is connected to an AC power source with an RMS voltage U = 150 V. At resonance, the RMS voltages across the R-C combination and the C-L combination are equal, and both are 180 V. Calculate the RMS voltage across the capacitor C.",99.5,V,equations_candidate,scalar formula wording
CH146,"An AC voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, and C = 10⁻⁴/(2π) F. Calculate the effective (or RMS) voltage of the source.",200,V,equations_candidate,scalar formula wording
CH147,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, and C = 10⁻⁴/(2π) F. Calculate the angular frequency ω of the source.",100π,rad/s,equations_candidate,scalar formula wording
CH148,"A voltage u = 200√2 cos(100π t) V is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴ / (2π) F. Calculate the inductive reactance X_L of the inductor.",100,Ω,equations_candidate,scalar formula wording
CH149,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the capacitive reactance XC of the capacitor.",200,Ω,capacitor_state_candidate,capacitor + state/event wording
CH150,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the total impedance Z of the circuit.",141.4,Ω,equations_candidate,scalar formula wording
CH151,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the RMS (or effective) current I in the circuit.",1.414,A,equations_candidate,scalar formula wording
CH152,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the power factor cosφ.",0.707,-,equations_candidate,scalar formula wording
CH153,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, and C = 10⁻⁴/(2π) F. Calculate the average power P consumed by the circuit.",200,W,equations_candidate,scalar formula wording
CH154,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the RMS voltage across the inductor, UL",141.4,V,equations_candidate,scalar formula wording
CH155,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the RMS voltage across the capacitor, $U_C$.",282.8,V,capacitor_state_candidate,capacitor + state/event wording
CH156,An RMS voltage U = 60 V is applied to a series RLC circuit with R = 40 Ω and currently in a state of resonance. Calculate the maximum RMS current Imax.,1.5,A,equations_candidate,scalar formula wording
CH157,"An RMS voltage U = 75 V is applied to a series RLC circuit with R = 50 Ω, which is in resonance. Calculate the maximum effective current Imax.",1.5,A,equations_candidate,scalar formula wording
CH158,"An RMS voltage U = 90 V is applied to a series RLC circuit with R = 60 Ω, and the circuit is at resonance. Calculate the maximum RMS current Imax.",1.5,A,equations_candidate,scalar formula wording
CH159,An RMS voltage U = 112 V is applied to a series RLC circuit with R = 75 Ω which is currently at resonance. Calculate the maximum effective current Imax.,1.493,A,equations_candidate,scalar formula wording
CH160,"An effective voltage U = 120 V is applied to a series RLC circuit with R = 80 Ω, operating at resonance. Calculate the maximum effective current Imax.",1.5,A,equations_candidate,scalar formula wording
CH161,Apply an effective voltage U = 135 V to a series RLC circuit with R = 90 Ω that is currently in a state of resonance. Calculate the maximum effective current Imax.,1.5,A,equations_candidate,scalar formula wording
CH162,"An RMS voltage U = 150 V is applied to a series RLC circuit with R = 100 Ω, which is at resonance. Calculate the maximum effective (RMS) current, Imax.",1.5,A,equations_candidate,scalar formula wording
CH163,An RMS voltage U = 180 V is applied to a series RLC circuit with R = 120 Ω that is operating at resonance. Calculate the maximum effective current Imax.,1.5,A,equations_candidate,scalar formula wording
CH164,"Apply an RMS voltage U = 225 V to a series RLC circuit with R = 150 Ω, which is currently at resonance. Calculate the maximum effective current Imax.",1.5,A,equations_candidate,scalar formula wording
CH165,"An RMS voltage U = 300 V is applied to a series RLC circuit with R = 200 Ω, and the circuit is in resonance. Calculate the maximum RMS current I_max.",1.5,A,equations_candidate,scalar formula wording
CH166,"An RMS voltage U = 60 V is applied to a series RLC circuit with R = 40 Ω, operating at resonance. Calculate the maximum power dissipated Pmax.",90,W,equations_candidate,scalar formula wording
CH167,An RMS voltage U = 75 V is applied to a series RLC circuit with R = 50 Ω that is currently at resonance. Calculate the maximum power dissipation Pmax.,112.5,W,equations_candidate,scalar formula wording
CH168,"Apply an RMS voltage U = 90 V to a series RLC circuit with R = 60 Ω, which is currently operating at resonance. Calculate the maximum power consumed Pmax.",135,W,equations_candidate,scalar formula wording
CH169,Apply an RMS voltage U = 112 V to a series RLC circuit with R = 75 Ω and at resonance. Calculate the maximum power consumed Pmax.,167.25,W,equations_candidate,scalar formula wording
CH170,"An RMS voltage U = 120 V is applied to a series RLC circuit with R = 80 Ω, which is currently at resonance. Calculate the maximum power dissipated Pmax.",180,W,equations_candidate,scalar formula wording
CH171,Apply effective voltage U = 135 V to a series RLC circuit with R = 90 Ω and currently resonating. Calculate the maximum power consumed Pmax.,202.5,W,equations_seed_from_old_code,exact old equation example: power_voltage_resistance
CH172,"An RMS voltage U = 150 V is applied to a series RLC circuit with R = 100 Ω. The circuit is currently in resonance. Calculate the maximum power consumed, Pmax.",225,W,equations_candidate,scalar formula wording
CH173,"RMS voltage U = 180 V is applied to a series RLC circuit with R = 120 Ω, and the circuit is currently resonating. Calculate the maximum power dissipated Pmax.",270,W,equations_candidate,scalar formula wording
CH174,"Apply an RMS voltage U = 225 V to a series RLC circuit with R = 150 Ω, which is currently in resonance. Calculate the maximum power dissipated (Pmax).",337.5,W,equations_candidate,scalar formula wording
CH175,"An RMS voltage U = 300 V is applied to a series RLC circuit with R = 200 Ω, which is operating at resonance. Calculate the maximum power consumed (Pmax).",450,W,equations_candidate,scalar formula wording
CH176,What is the power factor (cosφ) of a series RLC circuit at resonance?,1,-,equations_candidate,scalar formula wording
CH177,What is the power factor (cosφ) of a series RLC resonant circuit?,1,-,equations_candidate,scalar formula wording
CH178,"""Calculate the power factor (cosφ) of an RLC circuit when Z = R (at resonance).",1,-,equations_candidate,scalar formula wording
CH179,"When resonance occurs (φ = 0), what is cosφ?",1,-,equations_candidate,scalar formula wording
CH180,What value does cosφ reach in the case of resonance?,1,-,equations_candidate,scalar formula wording
CH181,"At resonance, what is the total impedance Z of a series RLC circuit with R = 30 Ω?",30,Ω,equations_candidate,scalar formula wording
